Theta;T;Energy
6.37;6.00;299.633251
6.47;6.00;310.067667
6.57;6.00;320.723245
6.67;6.00;331.602689
6.77;6.00;342.708743
6.87;6.00;354.044195
6.97;6.00;365.611872
7.07;6.00;377.414645
7.17;6.00;389.455425
7.27;6.00;401.737165
7.37;6.00;414.262860
7.47;6.00;427.035545
7.58;6.00;440.058299
7.68;6.00;453.334241
7.78;6.00;466.866532
7.88;6.00;480.658374
7.98;6.00;494.713012
8.08;6.00;509.033731
8.18;6.00;523.623859
8.28;6.00;538.486765
8.38;6.00;553.625859
8.48;6.00;569.044593
8.58;6.00;584.746462
8.68;6.00;600.734999
8.78;6.00;617.013783
8.88;6.00;633.586432
8.98;6.00;650.456605
9.08;6.00;667.628005
9.18;6.00;685.104375
9.28;6.00;702.889499
9.38;6.00;720.987204
9.48;6.00;739.401359
9.58;6.00;758.135872
9.68;6.00;777.194694
9.78;6.00;796.581820
9.88;6.00;816.301283
9.98;6.00;836.357159
10.08;6.00;856.753565
10.18;6.00;877.494662
10.28;6.00;898.584649
10.38;6.00;920.027769
10.48;6.00;941.828306
10.59;6.00;963.990586
10.69;6.00;986.518975
10.79;6.00;1009.417883
10.89;6.00;1032.691759
10.99;6.00;1056.345096
11.09;6.00;1080.382427
11.19;6.00;1104.808328
11.29;6.00;1129.627414
11.39;6.00;1154.844345
11.49;6.00;1180.463819
11.59;6.00;1206.490579
11.69;6.00;1232.929408
11.79;6.00;1259.785130
11.89;6.00;1287.062611
11.99;6.00;1314.766760
12.09;6.00;1342.902526
12.19;6.00;1371.474899
12.29;6.00;1400.488912
12.39;6.00;1429.949641
12.49;6.00;1459.862199
12.59;6.00;1490.231745
12.69;6.00;1521.063478
12.79;6.00;1552.362638
12.89;6.00;1584.134508
12.99;6.00;1616.384411
13.09;6.00;1649.117712
13.19;6.00;1682.339819
13.29;6.00;1716.056179
13.39;6.00;1750.272284
13.49;6.00;1784.993664
13.60;6.00;1820.225894
13.70;6.00;1855.974588
13.80;6.00;1892.245402
13.90;6.00;1929.044034
14.00;6.00;1966.376225
14.10;6.00;2004.247756
14.20;6.00;2042.664448
14.30;6.00;2081.632168
14.40;6.00;2121.156820
14.50;6.00;2161.244352
14.60;6.00;2201.900755
14.70;6.00;2243.132057
14.80;6.00;2284.944333
14.90;6.00;2327.343695
15.00;6.00;2370.336300
-15.00;7.00;2751.936300
-14.90;7.00;2703.855752
-14.80;7.00;2656.402594
-14.70;7.00;2609.570670
-14.60;7.00;2563.353866
-14.50;7.00;2517.746110
-14.40;7.00;2472.741370
-14.30;7.00;2428.333659
-14.20;7.00;2384.517027
-14.10;7.00;2341.285569
-14.00;7.00;2298.633421
-13.90;7.00;2256.554760
-13.80;7.00;2215.043804
-13.70;7.00;2174.094815
-13.60;7.00;2133.702092
-13.49;7.00;2093.859981
-13.39;7.00;2054.562867
-13.29;7.00;2015.805175
-13.19;7.00;1977.581375
-13.09;7.00;1939.885976
-12.99;7.00;1902.713530
-12.89;7.00;1866.058629
-12.79;7.00;1829.915909
-12.69;7.00;1794.280046
-12.59;7.00;1759.145757
-12.49;7.00;1724.507803
-12.39;7.00;1690.360983
-12.29;7.00;1656.700141
-12.19;7.00;1623.520160
-12.09;7.00;1590.815967
-11.99;7.00;1558.582530
-11.89;7.00;1526.814856
-11.79;7.00;1495.507997
-11.69;7.00;1464.657044
-11.59;7.00;1434.257132
-11.49;7.00;1404.303436
-11.39;7.00;1374.791173
-11.29;7.00;1345.715601
-11.19;7.00;1317.072021
-11.09;7.00;1288.855773
-10.99;7.00;1261.062243
-10.89;7.00;1233.686853
-10.79;7.00;1206.725072
-10.69;7.00;1180.172406
-10.59;7.00;1154.024406
-10.48;7.00;1128.276664
-10.38;7.00;1102.924810
-10.28;7.00;1077.964522
-10.18;7.00;1053.391513
-10.08;7.00;1029.201542
-9.98;7.00;1005.390409
-9.88;7.00;981.953953
-9.78;7.00;958.888058
-9.68;7.00;936.188648
-9.58;7.00;913.851687
-9.48;7.00;891.873183
-9.38;7.00;870.249186
-9.28;7.00;848.975784
-9.18;7.00;828.049111
-9.08;7.00;807.465340
-8.98;7.00;787.220686
-8.88;7.00;767.311406
-8.78;7.00;747.733798
-8.68;7.00;728.484201
-8.58;7.00;709.558998
-8.48;7.00;690.954612
-8.38;7.00;672.667507
-8.28;7.00;654.694190
-8.18;7.00;637.031208
-8.08;7.00;619.675151
-7.98;7.00;602.622651
-7.88;7.00;585.870378
-7.78;7.00;569.415049
-7.68;7.00;553.253419
-7.58;7.00;537.382284
-7.47;7.00;521.798485
-7.37;7.00;506.498902
-7.27;7.00;491.480457
-7.17;7.00;476.740114
-7.07;7.00;462.274877
-6.97;7.00;448.081796
-6.87;7.00;434.157956
-6.77;7.00;420.500490
-6.67;7.00;407.106569
-6.57;7.00;393.973405
-6.47;7.00;381.098255
-6.37;7.00;368.478414
-6.27;7.00;356.111221
-6.17;7.00;343.994055
-6.07;7.00;332.124338
-5.97;7.00;320.499533
-5.87;7.00;309.117143
-5.77;7.00;297.974716
-5.67;7.00;287.069839
-5.57;7.00;276.400140
-5.47;7.00;265.963292
-5.37;7.00;255.757006
-5.27;7.00;245.779037
-5.17;7.00;236.027180
-5.07;7.00;226.499272
-4.97;7.00;217.193192
-4.87;7.00;208.106860
-4.77;7.00;199.238240
-4.67;7.00;190.585333
-4.57;7.00;182.146186
-4.46;7.00;173.918885
-4.36;7.00;165.901558
-4.26;7.00;158.092376
-4.16;7.00;150.489550
-4.06;7.00;143.091333
-3.96;7.00;135.896020
-3.86;7.00;128.901947
-3.76;7.00;122.107492
-3.66;7.00;115.511075
-3.56;7.00;109.111157
-3.46;7.00;102.906240
-3.36;7.00;96.894868
-3.26;7.00;91.075629
-3.16;7.00;85.447148
-3.06;7.00;80.008096
-2.96;7.00;74.757182
-2.86;7.00;69.693160
-2.76;7.00;64.814822
-2.66;7.00;60.121005
-2.56;7.00;55.610585
-2.46;7.00;51.282481
-2.36;7.00;47.135653
-2.26;7.00;43.169103
-2.16;7.00;39.381874
-2.06;7.00;35.773052
-1.96;7.00;32.341763
-1.86;7.00;29.087174
-1.76;7.00;26.008497
-1.66;7.00;23.104981
-1.56;7.00;20.375921
-1.45;7.00;17.820651
-1.35;7.00;15.438546
-1.25;7.00;13.229024
-1.15;7.00;11.191546
-1.05;7.00;9.325611
-0.95;7.00;7.630762
-0.85;7.00;6.106583
-0.75;7.00;4.752701
-0.65;7.00;3.568781
-0.55;7.00;2.554534
-0.45;7.00;1.709709
-0.35;7.00;1.034099
-0.25;7.00;0.527536
-0.15;7.00;0.189897
-0.05;7.00;0.021099
0.05;7.00;0.021099
0.15;7.00;0.189897
0.25;7.00;0.527536
0.35;7.00;1.034099
0.45;7.00;1.709709
0.55;7.00;2.554534
0.65;7.00;3.568781
0.75;7.00;4.752701
0.85;7.00;6.106583
0.95;7.00;7.630762
1.05;7.00;9.325611
1.15;7.00;11.191546
1.25;7.00;13.229024
1.35;7.00;15.438546
1.45;7.00;17.820651
1.56;7.00;20.375921
1.66;7.00;23.104981
1.76;7.00;26.008497
1.86;7.00;29.087174
1.96;7.00;32.341763
2.06;7.00;35.773052
2.16;7.00;39.381874
2.26;7.00;43.169103
2.36;7.00;47.135653
2.46;7.00;51.282481
2.56;7.00;55.610585
2.66;7.00;60.121005
2.76;7.00;64.814822
2.86;7.00;69.693160
2.96;7.00;74.757182
3.06;7.00;80.008096
3.16;7.00;85.447148
3.26;7.00;91.075629
3.36;7.00;96.894868
3.46;7.00;102.906240
3.56;7.00;109.111157
3.66;7.00;115.511075
3.76;7.00;122.107492
3.86;7.00;128.901947
3.96;7.00;135.896020
4.06;7.00;143.091333
4.16;7.00;150.489550
4.26;7.00;158.092376
4.36;7.00;165.901558
4.46;7.00;173.918885
4.57;7.00;182.146186
4.67;7.00;190.585333
4.77;7.00;199.238240
4.87;7.00;208.106860
4.97;7.00;217.193192
5.07;7.00;226.499272
5.17;7.00;236.027180
5.27;7.00;245.779037
5.37;7.00;255.757006
5.47;7.00;265.963292
5.57;7.00;276.400140
5.67;7.00;287.069839
5.77;7.00;297.974716
5.87;7.00;309.117143
5.97;7.00;320.499533
6.07;7.00;332.124338
6.17;7.00;343.994055
6.27;7.00;356.111221
6.37;7.00;368.478414
6.47;7.00;381.098255
6.57;7.00;393.973405
6.67;7.00;407.106569
6.77;7.00;420.500490
6.87;7.00;434.157956
6.97;7.00;448.081796
7.07;7.00;462.274877
7.17;7.00;476.740114
7.27;7.00;491.480457
7.37;7.00;506.498902
7.47;7.00;521.798485
7.58;7.00;537.382284
7.68;7.00;553.253419
7.78;7.00;569.415049
7.88;7.00;585.870378
7.98;7.00;602.622651
8.08;7.00;619.675151
8.18;7.00;637.031208
8.28;7.00;654.694190
8.38;7.00;672.667507
8.48;7.00;690.954612
8.58;7.00;709.558998
8.68;7.00;728.484201
8.78;7.00;747.733798
8.88;7.00;767.311406
8.98;7.00;787.220686
9.08;7.00;807.465340
9.18;7.00;828.049111
9.28;7.00;848.975784
9.38;7.00;870.249186
9.48;7.00;891.873183
9.58;7.00;913.851687
9.68;7.00;936.188648
9.78;7.00;958.888058
9.88;7.00;981.953953
9.98;7.00;1005.390409
10.08;7.00;1029.201542
10.18;7.00;1053.391513
10.28;7.00;1077.964522
10.38;7.00;1102.924810
10.48;7.00;1128.276664
10.59;7.00;1154.024406
10.69;7.00;1180.172406
10.79;7.00;1206.725072
10.89;7.00;1233.686853
10.99;7.00;1261.062243
11.09;7.00;1288.855773
11.19;7.00;1317.072021
11.29;7.00;1345.715601
11.39;7.00;1374.791173
11.49;7.00;1404.303436
11.59;7.00;1434.257132
11.69;7.00;1464.657044
11.79;7.00;1495.507997
11.89;7.00;1526.814856
11.99;7.00;1558.582530
12.09;7.00;1590.815967
12.19;7.00;1623.520160
12.29;7.00;1656.700141
12.39;7.00;1690.360983
12.49;7.00;1724.507803
12.59;7.00;1759.145757
12.69;7.00;1794.280046
12.79;7.00;1829.915909
12.89;7.00;1866.058629
12.99;7.00;1902.713530
13.09;7.00;1939.885976
13.19;7.00;1977.581375
13.29;7.00;2015.805175
13.39;7.00;2054.562867
13.49;7.00;2093.859981
13.60;7.00;2133.702092
13.70;7.00;2174.094815
13.80;7.00;2215.043804
13.90;7.00;2256.554760
14.00;7.00;2298.633421
14.10;7.00;2341.285569
14.20;7.00;2384.517027
14.30;7.00;2428.333659
14.40;7.00;2472.741370
14.50;7.00;2517.746110
14.60;7.00;2563.353866
14.70;7.00;2609.570670
14.80;7.00;2656.402594
14.90;7.00;2703.855752
15.00;7.00;2751.936300
-15.00;8.00;3133.536300
-14.90;8.00;3080.367809
-14.80;8.00;3027.860855
-14.70;8.00;2976.009282
-14.60;8.00;2924.806977
-14.50;8.00;2874.247867
-14.40;8.00;2824.325921
-14.30;8.00;2775.035150
-14.20;8.00;2726.369606
-14.10;8.00;2678.323383
-14.00;8.00;2630.890618
-13.90;8.00;2584.065486
-13.80;8.00;2537.842207
-13.70;8.00;2492.215041
-13.60;8.00;2447.178291
-13.49;8.00;2402.726298
-13.39;8.00;2358.853450
-13.29;8.00;2315.554171
-13.19;8.00;2272.822932
-13.09;8.00;2230.654240
-12.99;8.00;2189.042649
-12.89;8.00;2147.982751
-12.79;8.00;2107.469181
-12.69;8.00;2067.496614
-12.59;8.00;2028.059770
-12.49;8.00;1989.153406
-12.39;8.00;1950.772325
-12.29;8.00;1912.911369
-12.19;8.00;1875.565421
-12.09;8.00;1838.729409
-11.99;8.00;1802.398299
-11.89;8.00;1766.567100
-11.79;8.00;1731.230863
-11.69;8.00;1696.384680
-11.59;8.00;1662.023685
-11.49;8.00;1628.143053
-11.39;8.00;1594.738001
-11.29;8.00;1561.803788
-11.19;8.00;1529.335713
-11.09;8.00;1497.329119
-10.99;8.00;1465.779389
-10.89;8.00;1434.681947
-10.79;8.00;1404.032261
-10.69;8.00;1373.825837
-10.59;8.00;1344.058227
-10.48;8.00;1314.725021
-10.38;8.00;1285.821852
-10.28;8.00;1257.344394
-10.18;8.00;1229.288364
-10.08;8.00;1201.649519
-9.98;8.00;1174.423659
-9.88;8.00;1147.606624
-9.78;8.00;1121.194296
-9.68;8.00;1095.182601
-9.58;8.00;1069.567502
-9.48;8.00;1044.345008
-9.38;8.00;1019.511167
-9.28;8.00;995.062070
-9.18;8.00;970.993848
-9.08;8.00;947.302676
-8.98;8.00;923.984767
-8.88;8.00;901.036380
-8.78;8.00;878.453812
-8.68;8.00;856.233403
-8.58;8.00;834.371535
-8.48;8.00;812.864631
-8.38;8.00;791.709156
-8.28;8.00;770.901615
-8.18;8.00;750.438557
-8.08;8.00;730.316572
-7.98;8.00;710.532289
-7.88;8.00;691.082383
-7.78;8.00;671.963567
-7.68;8.00;653.172596
-7.58;8.00;634.706270
-7.47;8.00;616.561425
-7.37;8.00;598.734944
-7.27;8.00;581.223748
-7.17;8.00;564.024802
-7.07;8.00;547.135109
-6.97;8.00;530.551719
-6.87;8.00;514.271718
-6.77;8.00;498.292238
-6.67;8.00;482.610449
-6.57;8.00;467.223566
-6.47;8.00;452.128843
-6.37;8.00;437.323577
-6.27;8.00;422.805106
-6.17;8.00;408.570810
-6.07;8.00;394.618109
-5.97;8.00;380.944467
-5.87;8.00;367.547389
-5.77;8.00;354.424420
-5.67;8.00;341.573149
-5.57;8.00;328.991203
-5.47;8.00;316.676255
-5.37;8.00;304.626017
-5.27;8.00;292.838242
-5.17;8.00;281.310727
-5.07;8.00;270.041308
-4.97;8.00;259.027865
-4.87;8.00;248.268317
-4.77;8.00;237.760628
-4.67;8.00;227.502799
-4.57;8.00;217.492878
-4.46;8.00;207.728950
-4.36;8.00;198.209143
-4.26;8.00;188.931628
-4.16;8.00;179.894617
-4.06;8.00;171.096362
-3.96;8.00;162.535158
-3.86;8.00;154.209342
-3.76;8.00;146.117291
-3.66;8.00;138.257425
-3.56;8.00;130.628205
-3.46;8.00;123.228133
-3.36;8.00;116.055755
-3.26;8.00;109.109655
-3.16;8.00;102.388462
-3.06;8.00;95.890845
-2.96;8.00;89.615513
-2.86;8.00;83.561220
-2.76;8.00;77.726758
-2.66;8.00;72.110965
-2.56;8.00;66.712716
-2.46;8.00;61.530930
-2.36;8.00;56.564568
-2.26;8.00;51.812631
-2.16;8.00;47.274162
-2.06;8.00;42.948247
-1.96;8.00;38.834012
-1.86;8.00;34.930626
-1.76;8.00;31.237297
-1.66;8.00;27.753278
-1.56;8.00;24.477862
-1.45;8.00;21.410382
-1.35;8.00;18.550216
-1.25;8.00;15.896780
-1.15;8.00;13.449534
-1.05;8.00;11.207979
-0.95;8.00;9.171657
-0.85;8.00;7.340153
-0.75;8.00;5.713093
-0.65;8.00;4.290142
-0.55;8.00;3.071011
-0.45;8.00;2.055450
-0.35;8.00;1.243251
-0.25;8.00;0.634247
-0.15;8.00;0.228313
-0.05;8.00;0.025367
0.05;8.00;0.025367
0.15;8.00;0.228313
0.25;8.00;0.634247
0.35;8.00;1.243251
0.45;8.00;2.055450
0.55;8.00;3.071011
0.65;8.00;4.290142
0.75;8.00;5.713093
0.85;8.00;7.340153
0.95;8.00;9.171657
1.05;8.00;11.207979
1.15;8.00;13.449534
1.25;8.00;15.896780
1.35;8.00;18.550216
1.45;8.00;21.410382
1.56;8.00;24.477862
1.66;8.00;27.753278
1.76;8.00;31.237297
1.86;8.00;34.930626
1.96;8.00;38.834012
2.06;8.00;42.948247
2.16;8.00;47.274162
2.26;8.00;51.812631
2.36;8.00;56.564568
2.46;8.00;61.530930
2.56;8.00;66.712716
2.66;8.00;72.110965
2.76;8.00;77.726758
2.86;8.00;83.561220
2.96;8.00;89.615513
3.06;8.00;95.890845
3.16;8.00;102.388462
3.26;8.00;109.109655
3.36;8.00;116.055755
3.46;8.00;123.228133
3.56;8.00;130.628205
3.66;8.00;138.257425
3.76;8.00;146.117291
3.86;8.00;154.209342
3.96;8.00;162.535158
4.06;8.00;171.096362
4.16;8.00;179.894617
4.26;8.00;188.931628
4.36;8.00;198.209143
4.46;8.00;207.728950
4.57;8.00;217.492878
4.67;8.00;227.502799
4.77;8.00;237.760628
4.87;8.00;248.268317
4.97;8.00;259.027865
5.07;8.00;270.041308
5.17;8.00;281.310727
5.27;8.00;292.838242
5.37;8.00;304.626017
5.47;8.00;316.676255
5.57;8.00;328.991203
5.67;8.00;341.573149
5.77;8.00;354.424420
5.87;8.00;367.547389
5.97;8.00;380.944467
6.07;8.00;394.618109
6.17;8.00;408.570810
6.27;8.00;422.805106
6.37;8.00;437.323577
6.47;8.00;452.128843
6.57;8.00;467.223566
6.67;8.00;482.610449
6.77;8.00;498.292238
6.87;8.00;514.271718
6.97;8.00;530.551719
7.07;8.00;547.135109
7.17;8.00;564.024802
7.27;8.00;581.223748
7.37;8.00;598.734944
7.47;8.00;616.561425
7.58;8.00;634.706270
7.68;8.00;653.172596
7.78;8.00;671.963567
7.88;8.00;691.082383
7.98;8.00;710.532289
8.08;8.00;730.316572
8.18;8.00;750.438557
8.28;8.00;770.901615
8.38;8.00;791.709156
8.48;8.00;812.864631
8.58;8.00;834.371535
8.68;8.00;856.233403
8.78;8.00;878.453812
8.88;8.00;901.036380
8.98;8.00;923.984767
9.08;8.00;947.302676
9.18;8.00;970.993848
9.28;8.00;995.062070
9.38;8.00;1019.511167
9.48;8.00;1044.345008
9.58;8.00;1069.567502
9.68;8.00;1095.182601
9.78;8.00;1121.194296
9.88;8.00;1147.606624
9.98;8.00;1174.423659
10.08;8.00;1201.649519
10.18;8.00;1229.288364
10.28;8.00;1257.344394
10.38;8.00;1285.821852
10.48;8.00;1314.725021
10.59;8.00;1344.058227
10.69;8.00;1373.825837
10.79;8.00;1404.032261
10.89;8.00;1434.681947
10.99;8.00;1465.779389
11.09;8.00;1497.329119
11.19;8.00;1529.335713
11.29;8.00;1561.803788
11.39;8.00;1594.738001
11.49;8.00;1628.143053
11.59;8.00;1662.023685
11.69;8.00;1696.384680
11.79;8.00;1731.230863
11.89;8.00;1766.567100
11.99;8.00;1802.398299
12.09;8.00;1838.729409
12.19;8.00;1875.565421
12.29;8.00;1912.911369
12.39;8.00;1950.772325
12.49;8.00;1989.153406
12.59;8.00;2028.059770
12.69;8.00;2067.496614
12.79;8.00;2107.469181
12.89;8.00;2147.982751
12.99;8.00;2189.042649
13.09;8.00;2230.654240
13.19;8.00;2272.822932
13.29;8.00;2315.554171
13.39;8.00;2358.853450
13.49;8.00;2402.726298
13.60;8.00;2447.178291
13.70;8.00;2492.215041
13.80;8.00;2537.842207
13.90;8.00;2584.065486
14.00;8.00;2630.890618
14.10;8.00;2678.323383
14.20;8.00;2726.369606
14.30;8.00;2775.035150
14.40;8.00;2824.325921
14.50;8.00;2874.247867
14.60;8.00;2924.806977
14.70;8.00;2976.009282
14.80;8.00;3027.860855
14.90;8.00;3080.367809
15.00;8.00;3133.536300
-15.00;9.00;3515.136300
-14.90;9.00;3456.879866
-14.80;9.00;3399.319116
-14.70;9.00;3342.447895
-14.60;9.00;3286.260088
-14.50;9.00;3230.749624
-14.40;9.00;3175.910471
-14.30;9.00;3121.736641
-14.20;9.00;3068.222185
-14.10;9.00;3015.361197
-14.00;9.00;2963.147814
-13.90;9.00;2911.576212
-13.80;9.00;2860.640610
-13.70;9.00;2810.335268
-13.60;9.00;2760.654489
-13.49;9.00;2711.592615
-13.39;9.00;2663.144033
-13.29;9.00;2615.303167
-13.19;9.00;2568.064488
-13.09;9.00;2521.422505
-12.99;9.00;2475.371769
-12.89;9.00;2429.906873
-12.79;9.00;2385.022452
-12.69;9.00;2340.713182
-12.59;9.00;2296.973782
-12.49;9.00;2253.799010
-12.39;9.00;2211.183667
-12.29;9.00;2169.122597
-12.19;9.00;2127.610683
-12.09;9.00;2086.642851
-11.99;9.00;2046.214068
-11.89;9.00;2006.319345
-11.79;9.00;1966.953730
-11.69;9.00;1928.112317
-11.59;9.00;1889.790238
-11.49;9.00;1851.982670
-11.39;9.00;1814.684830
-11.29;9.00;1777.891975
-11.19;9.00;1741.599406
-11.09;9.00;1705.802465
-10.99;9.00;1670.496535
-10.89;9.00;1635.677041
-10.79;9.00;1601.339450
-10.69;9.00;1567.479269
-10.59;9.00;1534.092048
-10.48;9.00;1501.173378
-10.38;9.00;1468.718893
-10.28;9.00;1436.724267
-10.18;9.00;1405.185216
-10.08;9.00;1374.097497
-9.98;9.00;1343.456909
-9.88;9.00;1313.259294
-9.78;9.00;1283.500535
-9.68;9.00;1254.176554
-9.58;9.00;1225.283317
-9.48;9.00;1196.816833
-9.38;9.00;1168.773148
-9.28;9.00;1141.148355
-9.18;9.00;1113.938585
-9.08;9.00;1087.140011
-8.98;9.00;1060.748848
-8.88;9.00;1034.761354
-8.78;9.00;1009.173826
-8.68;9.00;983.982605
-8.58;9.00;959.184072
-8.48;9.00;934.774650
-8.38;9.00;910.750804
-8.28;9.00;887.109040
-8.18;9.00;863.845906
-8.08;9.00;840.957992
-7.98;9.00;818.441928
-7.88;9.00;796.294387
-7.78;9.00;774.512084
-7.68;9.00;753.091774
-7.58;9.00;732.030255
-7.47;9.00;711.324365
-7.37;9.00;690.970986
-7.27;9.00;670.967040
-7.17;9.00;651.309490
-7.07;9.00;631.995341
-6.97;9.00;613.021642
-6.87;9.00;594.385480
-6.77;9.00;576.083985
-6.67;9.00;558.114329
-6.57;9.00;540.473727
-6.47;9.00;523.159431
-6.37;9.00;506.168740
-6.27;9.00;489.498991
-6.17;9.00;473.147564
-6.07;9.00;457.111880
-5.97;9.00;441.389402
-5.87;9.00;425.977635
-5.77;9.00;410.874124
-5.67;9.00;396.076458
-5.57;9.00;381.582266
-5.47;9.00;367.389218
-5.37;9.00;353.495027
-5.27;9.00;339.897447
-5.17;9.00;326.594274
-5.07;9.00;313.583344
-4.97;9.00;300.862538
-4.87;9.00;288.429774
-4.77;9.00;276.283016
-4.67;9.00;264.420266
-4.57;9.00;252.839570
-4.46;9.00;241.539014
-4.36;9.00;230.516728
-4.26;9.00;219.770881
-4.16;9.00;209.299684
-4.06;9.00;199.101391
-3.96;9.00;189.174296
-3.86;9.00;179.516736
-3.76;9.00;170.127089
-3.66;9.00;161.003774
-3.56;9.00;152.145252
-3.46;9.00;143.550027
-3.36;9.00;135.216641
-3.26;9.00;127.143682
-3.16;9.00;119.329776
-3.06;9.00;111.773593
-2.96;9.00;104.473843
-2.86;9.00;97.429279
-2.76;9.00;90.638694
-2.66;9.00;84.100925
-2.56;9.00;77.814847
-2.46;9.00;71.779379
-2.36;9.00;65.993482
-2.26;9.00;60.456158
-2.16;9.00;55.166450
-2.06;9.00;50.123442
-1.96;9.00;45.326262
-1.86;9.00;40.774077
-1.76;9.00;36.466098
-1.66;9.00;32.401575
-1.56;9.00;28.579803
-1.45;9.00;25.000114
-1.35;9.00;21.661885
-1.25;9.00;18.564535
-1.15;9.00;15.707522
-1.05;9.00;13.090347
-0.95;9.00;10.712553
-0.85;9.00;8.573723
-0.75;9.00;6.673485
-0.65;9.00;5.011503
-0.55;9.00;3.587489
-0.45;9.00;2.401191
-0.35;9.00;1.452403
-0.25;9.00;0.740957
-0.15;9.00;0.266729
-0.05;9.00;0.029636
0.05;9.00;0.029636
0.15;9.00;0.266729
0.25;9.00;0.740957
0.35;9.00;1.452403
0.45;9.00;2.401191
0.55;9.00;3.587489
0.65;9.00;5.011503
0.75;9.00;6.673485
0.85;9.00;8.573723
0.95;9.00;10.712553
1.05;9.00;13.090347
1.15;9.00;15.707522
1.25;9.00;18.564535
1.35;9.00;21.661885
1.45;9.00;25.000114
1.56;9.00;28.579803
1.66;9.00;32.401575
1.76;9.00;36.466098
1.86;9.00;40.774077
1.96;9.00;45.326262
2.06;9.00;50.123442
2.16;9.00;55.166450
2.26;9.00;60.456158
2.36;9.00;65.993482
2.46;9.00;71.779379
2.56;9.00;77.814847
2.66;9.00;84.100925
2.76;9.00;90.638694
2.86;9.00;97.429279
2.96;9.00;104.473843
3.06;9.00;111.773593
3.16;9.00;119.329776
3.26;9.00;127.143682
3.36;9.00;135.216641
3.46;9.00;143.550027
3.56;9.00;152.145252
3.66;9.00;161.003774
3.76;9.00;170.127089
3.86;9.00;179.516736
3.96;9.00;189.174296
4.06;9.00;199.101391
4.16;9.00;209.299684
4.26;9.00;219.770881
4.36;9.00;230.516728
4.46;9.00;241.539014
4.57;9.00;252.839570
4.67;9.00;264.420266
4.77;9.00;276.283016
4.87;9.00;288.429774
4.97;9.00;300.862538
5.07;9.00;313.583344
5.17;9.00;326.594274
5.27;9.00;339.897447
5.37;9.00;353.495027
5.47;9.00;367.389218
5.57;9.00;381.582266
5.67;9.00;396.076458
5.77;9.00;410.874124
5.87;9.00;425.977635
5.97;9.00;441.389402
6.07;9.00;457.111880
6.17;9.00;473.147564
6.27;9.00;489.498991
6.37;9.00;506.168740
6.47;9.00;523.159431
6.57;9.00;540.473727
6.67;9.00;558.114329
6.77;9.00;576.083985
6.87;9.00;594.385480
6.97;9.00;613.021642
7.07;9.00;631.995341
7.17;9.00;651.309490
7.27;9.00;670.967040
7.37;9.00;690.970986
7.47;9.00;711.324365
7.58;9.00;732.030255
7.68;9.00;753.091774
7.78;9.00;774.512084
7.88;9.00;796.294387
7.98;9.00;818.441928
8.08;9.00;840.957992
8.18;9.00;863.845906
8.28;9.00;887.109040
8.38;9.00;910.750804
8.48;9.00;934.774650
8.58;9.00;959.184072
8.68;9.00;983.982605
8.78;9.00;1009.173826
8.88;9.00;1034.761354
8.98;9.00;1060.748848
9.08;9.00;1087.140011
9.18;9.00;1113.938585
9.28;9.00;1141.148355
9.38;9.00;1168.773148
9.48;9.00;1196.816833
9.58;9.00;1225.283317
9.68;9.00;1254.176554
9.78;9.00;1283.500535
9.88;9.00;1313.259294
9.98;9.00;1343.456909
10.08;9.00;1374.097497
10.18;9.00;1405.185216
10.28;9.00;1436.724267
10.38;9.00;1468.718893
10.48;9.00;1501.173378
10.59;9.00;1534.092048
10.69;9.00;1567.479269
10.79;9.00;1601.339450
10.89;9.00;1635.677041
10.99;9.00;1670.496535
11.09;9.00;1705.802465
11.19;9.00;1741.599406
11.29;9.00;1777.891975
11.39;9.00;1814.684830
11.49;9.00;1851.982670
11.59;9.00;1889.790238
11.69;9.00;1928.112317
11.79;9.00;1966.953730
11.89;9.00;2006.319345
11.99;9.00;2046.214068
12.09;9.00;2086.642851
12.19;9.00;2127.610683
12.29;9.00;2169.122597
12.39;9.00;2211.183667
12.49;9.00;2253.799010
12.59;9.00;2296.973782
12.69;9.00;2340.713182
12.79;9.00;2385.022452
12.89;9.00;2429.906873
12.99;9.00;2475.371769
13.09;9.00;2521.422505
13.19;9.00;2568.064488
13.29;9.00;2615.303167
13.39;9.00;2663.144033
13.49;9.00;2711.592615
13.60;9.00;2760.654489
13.70;9.00;2810.335268
13.80;9.00;2860.640610
13.90;9.00;2911.576212
14.00;9.00;2963.147814
14.10;9.00;3015.361197
14.20;9.00;3068.222185
14.30;9.00;3121.736641
14.40;9.00;3175.910471
14.50;9.00;3230.749624
14.60;9.00;3286.260088
14.70;9.00;3342.447895
14.80;9.00;3399.319116
14.90;9.00;3456.879866
15.00;9.00;3515.136300
-15.00;10.00;3896.736300
-14.90;10.00;3833.391923
-14.80;10.00;3770.777377
-14.70;10.00;3708.886507
-14.60;10.00;3647.713200
-14.50;10.00;3587.251381
-14.40;10.00;3527.495022
-14.30;10.00;3468.438132
-14.20;10.00;3410.074763
-14.10;10.00;3352.399011
-14.00;10.00;3295.405010
-13.90;10.00;3239.086938
-13.80;10.00;3183.439013
-13.70;10.00;3128.455495
-13.60;10.00;3074.130687
-13.49;10.00;3020.458932
-13.39;10.00;2967.434615
-13.29;10.00;2915.052164
-13.19;10.00;2863.306045
-13.09;10.00;2812.190769
-12.99;10.00;2761.700888
